Timothy,1
Baron,6
Homburg,1
Ivanovitch,4
Lovell,1
Astley,38
Alexandrovna,2
Nadia,3
Mischa,2
Nicolai,1
Martha,8
Monsieur,3
Hortense,1
Therese,1
Vassilievna,1
Marquise,1
Albert,2
Potapitch,13
Baroness,9
Gretchen,2
Lisette,1
Philipovna,4
Maria,6
Petrovitch,1
Marquis,7
Mademoiselle,1
Alexis,22
Madame,2
Burmergelm,2
Griers,44
Cominges,1
Zelma,6
Prascovia,1
Antonida,1
Grandmother,1
Grandmamma,1
Polina,81
Baden,1
Fraulein,1
Blanchard,1
Blanche,27
Theodosia,1
Paul,1
Prince,2
